Method,Role Adjustment Strength,Formation,Formation Slot,Name,Player Key,Primary Position,OVR,Quality Score,Role Fit Score,Role Fit Penalty,Selection Score,Accepted Exact Positions,Suitability Roles,Player Exact Eligible Positions
Role-Adjusted Quality,0.25,3-5-2,ST2,Erling Haaland,239085,Striker,90.0,0.9,0.9999611285147314,9.71787131714974e-06,0.8999912539158146,Striker,Striker,Striker
Role-Adjusted Quality,0.25,3-4-3,GK,Alisson,212831,Goalkeeper,89.0,0.89,0.872,0.032,0.86152,Goalkeeper,GoalkeeperSkill,Goalkeeper
Role-Adjusted Quality,0.25,3-4-3,CB1,Virgil van Dijk,203376,Center Back,90.0,0.9,0.9961802750195612,0.0009549312451097025,0.8991405618794013,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.25,3-4-3,CB2,Jonathan Tah,213331,Center Back,87.0,0.87,0.9997990044585502,5.0248885362452755e-05,0.8699562834697346,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.25,3-4-3,CB3,Gabriel,232580,Center Back,88.0,0.88,0.9997095821450804,7.260446372989171e-05,0.8799361080719177,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.25,3-4-3,LWB,Nuno Mendes,252145,Left Back,86.0,0.86,0.99502880398078,0.0012427990048050064,0.8589311928558677,Left Back|Left Midfielder,Fullback|Wide Midfielder,Left Back|Left Midfielder
Role-Adjusted Quality,0.25,3-4-3,RWB,Achraf Hakimi,235212,Right Back,89.0,0.89,0.8337612402261589,0.041559689943460265,0.8530118759503204,Right Back|Right Midfielder,Fullback|Wide Midfielder,Right Back|Right Midfielder
Role-Adjusted Quality,0.25,3-4-3,CM1,Pedri,251854,Central Midfielder,89.0,0.89,0.8770553125530485,0.030736171861737882,0.8626448070430534,Central Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.25,3-4-3,CM2,Vitinha,255253,Central Midfielder,89.0,0.89,0.795899749002126,0.0510250627494685,0.8445876941529731,Central Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.25,3-4-3,LW,Vini Jr.,238794,Left Winger,89.0,0.89,0.804790673085482,0.048802331728629494,0.8465659247615198,Left Winger,Winger,Left Midfielder|Left Winger|Striker
Role-Adjusted Quality,0.25,3-4-3,RW,Mohamed Salah,209331,Right Midfielder,91.0,0.91,0.6368583257414466,0.09078541856463834,0.827385269106179,Right Winger,Winger,Right Midfielder|Right Winger
Role-Adjusted Quality,0.25,3-4-3,ST,Erling Haaland,239085,Striker,90.0,0.9,0.9999611285147314,9.71787131714974e-06,0.8999912539158146,Striker,Striker,Striker
Role-Adjusted Quality,0.25,5-3-2,GK,Alisson,212831,Goalkeeper,89.0,0.89,0.872,0.032,0.86152,Goalkeeper,GoalkeeperSkill,Goalkeeper
Role-Adjusted Quality,0.25,5-3-2,LB,Nuno Mendes,252145,Left Back,86.0,0.86,0.99502880398078,0.0012427990048050064,0.8589311928558677,Left Back,Fullback,Left Back|Left Midfielder
Role-Adjusted Quality,0.25,5-3-2,CB1,Virgil van Dijk,203376,Center Back,90.0,0.9,0.9961802750195612,0.0009549312451097025,0.8991405618794013,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.25,5-3-2,CB2,Jonathan Tah,213331,Center Back,87.0,0.87,0.9997990044585502,5.0248885362452755e-05,0.8699562834697346,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.25,5-3-2,CB3,Gabriel,232580,Center Back,88.0,0.88,0.9997095821450804,7.260446372989171e-05,0.8799361080719177,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.25,5-3-2,RB,Achraf Hakimi,235212,Right Back,89.0,0.89,0.8337612402261589,0.041559689943460265,0.8530118759503204,Right Back,Fullback,Right Back|Right Midfielder
Role-Adjusted Quality,0.25,5-3-2,DM,Moisés Caicedo,256079,Defensive Midfielder,87.0,0.87,0.9827188664274614,0.004320283393134644,0.8662413534479729,Defensive Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.25,5-3-2,CM1,Pedri,251854,Central Midfielder,89.0,0.89,0.8770553125530485,0.030736171861737882,0.8626448070430534,Central Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.25,5-3-2,CM2,Vitinha,255253,Central Midfielder,89.0,0.89,0.795899749002126,0.0510250627494685,0.8445876941529731,Central Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.25,5-3-2,ST1,Harry Kane,202126,Striker,89.0,0.89,0.9841806203997862,0.003954844900053461,0.8864801880389525,Striker,Striker,Striker
Role-Adjusted Quality,0.25,5-3-2,ST2,Erling Haaland,239085,Striker,90.0,0.9,0.9999611285147314,9.71787131714974e-06,0.8999912539158146,Striker,Striker,Striker
Role-Adjusted Quality,0.4,4-3-3,GK,Alisson,212831,Goalkeeper,89.0,0.89,0.872,0.0512,0.844432,Goalkeeper,GoalkeeperSkill,Goalkeeper
Role-Adjusted Quality,0.4,4-3-3,LB,Nuno Mendes,252145,Left Back,86.0,0.86,0.99502880398078,0.00198847840768801,0.8582899085693882,Left Back,Fullback,Left Back|Left Midfielder
Role-Adjusted Quality,0.4,4-3-3,CB1,Virgil van Dijk,203376,Center Back,90.0,0.9,0.9961802750195612,0.0015278899921755242,0.898624899007042,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.4,4-3-3,CB2,Gabriel,232580,Center Back,88.0,0.88,0.9997095821450804,0.00011616714196782674,0.8798977729150683,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.4,4-3-3,RB,Carvajal,204963,Right Back,85.0,0.85,0.98902408278031,0.004390366887876018,0.8462681881453054,Right Back,Fullback,Right Back|Right Midfielder
Role-Adjusted Quality,0.4,4-3-3,DM,Moisés Caicedo,256079,Defensive Midfielder,87.0,0.87,0.9827188664274614,0.006912453429015431,0.8639861655167566,Defensive Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,4-3-3,CM1,Pedri,251854,Central Midfielder,89.0,0.89,0.8770553125530485,0.049177874978780615,0.8462316912688853,Central Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,4-3-3,CM2,Vitinha,255253,Central Midfielder,89.0,0.89,0.795899749002126,0.0816401003991496,0.8173403106447569,Central Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,4-3-3,LW,Vini Jr.,238794,Left Winger,89.0,0.89,0.804790673085482,0.0780837307658072,0.8205054796184316,Left Winger,Winger,Left Midfielder|Left Winger|Striker
Role-Adjusted Quality,0.4,4-3-3,RW,Mohamed Salah,209331,Right Midfielder,91.0,0.91,0.6368583257414466,0.14525666970342135,0.7778164305698866,Right Winger,Winger,Right Midfielder|Right Winger
Role-Adjusted Quality,0.4,4-3-3,ST,Erling Haaland,239085,Striker,90.0,0.9,0.9999611285147314,1.5548594107439586e-05,0.8999860062653033,Striker,Striker,Striker
Role-Adjusted Quality,0.4,4-2-3-1,GK,Alisson,212831,Goalkeeper,89.0,0.89,0.872,0.0512,0.844432,Goalkeeper,GoalkeeperSkill,Goalkeeper
Role-Adjusted Quality,0.4,4-2-3-1,LB,Nuno Mendes,252145,Left Back,86.0,0.86,0.99502880398078,0.00198847840768801,0.8582899085693882,Left Back,Fullback,Left Back|Left Midfielder
Role-Adjusted Quality,0.4,4-2-3-1,CB1,Virgil van Dijk,203376,Center Back,90.0,0.9,0.9961802750195612,0.0015278899921755242,0.898624899007042,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.4,4-2-3-1,CB2,Gabriel,232580,Center Back,88.0,0.88,0.9997095821450804,0.00011616714196782674,0.8798977729150683,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.4,4-2-3-1,RB,Carvajal,204963,Right Back,85.0,0.85,0.98902408278031,0.004390366887876018,0.8462681881453054,Right Back,Fullback,Right Back|Right Midfielder
Role-Adjusted Quality,0.4,4-2-3-1,DM1,Moisés Caicedo,256079,Defensive Midfielder,87.0,0.87,0.9827188664274614,0.006912453429015431,0.8639861655167566,Defensive Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,4-2-3-1,DM2,N'Golo Kanté,215914,Defensive Midfielder,85.0,0.85,0.9692898560025314,0.012284057598987453,0.8395585510408606,Defensive Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,4-2-3-1,AM,Jamal Musiala,256790,Attacking Midfielder,88.0,0.88,0.92995252531437,0.028018989874252,0.8553432889106583,Attacking Midfielder,Attacking Midfielder,Attacking Midfielder|Central Midfielder|Left Midfielder|Striker
Role-Adjusted Quality,0.4,4-2-3-1,LW,Vini Jr.,238794,Left Winger,89.0,0.89,0.804790673085482,0.0780837307658072,0.8205054796184316,Left Winger,Winger,Left Midfielder|Left Winger|Striker
Role-Adjusted Quality,0.4,4-2-3-1,RW,Mohamed Salah,209331,Right Midfielder,91.0,0.91,0.6368583257414466,0.14525666970342135,0.7778164305698866,Right Winger,Winger,Right Midfielder|Right Winger
Role-Adjusted Quality,0.4,4-2-3-1,ST,Erling Haaland,239085,Striker,90.0,0.9,0.9999611285147314,1.5548594107439586e-05,0.8999860062653033,Striker,Striker,Striker
Role-Adjusted Quality,0.4,4-4-2,GK,Alisson,212831,Goalkeeper,89.0,0.89,0.872,0.0512,0.844432,Goalkeeper,GoalkeeperSkill,Goalkeeper
Role-Adjusted Quality,0.4,4-4-2,LB,Nuno Mendes,252145,Left Back,86.0,0.86,0.99502880398078,0.00198847840768801,0.8582899085693882,Left Back,Fullback,Left Back|Left Midfielder
Role-Adjusted Quality,0.4,4-4-2,CB1,Virgil van Dijk,203376,Center Back,90.0,0.9,0.9961802750195612,0.0015278899921755242,0.898624899007042,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.4,4-4-2,CB2,Gabriel,232580,Center Back,88.0,0.88,0.9997095821450804,0.00011616714196782674,0.8798977729150683,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.4,4-4-2,RB,Carvajal,204963,Right Back,85.0,0.85,0.98902408278031,0.004390366887876018,0.8462681881453054,Right Back,Fullback,Right Back|Right Midfielder
Role-Adjusted Quality,0.4,4-4-2,LM,Dan Ndoye,257980,Left Midfielder,79.0,0.79,0.6956324948037924,0.12174700207848305,0.6938198683579985,Left Midfielder,Wide Midfielder,Left Midfielder|Left Winger|Right Midfielder
Role-Adjusted Quality,0.4,4-4-2,CM1,Pedri,251854,Central Midfielder,89.0,0.89,0.8770553125530485,0.049177874978780615,0.8462316912688853,Central Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,4-4-2,CM2,Vitinha,255253,Central Midfielder,89.0,0.89,0.795899749002126,0.0816401003991496,0.8173403106447569,Central Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,4-4-2,RM,Adama Traoré,213956,Right Midfielder,76.0,0.76,0.8025271649032177,0.07898913403871291,0.6999682581305782,Right Midfielder,Wide Midfielder,Right Midfielder|Right Winger
Role-Adjusted Quality,0.4,4-4-2,ST1,Harry Kane,202126,Striker,89.0,0.89,0.9841806203997862,0.006327751840085539,0.8843683008623239,Striker,Striker,Striker
Role-Adjusted Quality,0.4,4-4-2,ST2,Erling Haaland,239085,Striker,90.0,0.9,0.9999611285147314,1.5548594107439586e-05,0.8999860062653033,Striker,Striker,Striker
Role-Adjusted Quality,0.4,4-1-2-1-2,GK,Alisson,212831,Goalkeeper,89.0,0.89,0.872,0.0512,0.844432,Goalkeeper,GoalkeeperSkill,Goalkeeper
Role-Adjusted Quality,0.4,4-1-2-1-2,LB,Nuno Mendes,252145,Left Back,86.0,0.86,0.99502880398078,0.00198847840768801,0.8582899085693882,Left Back,Fullback,Left Back|Left Midfielder
Role-Adjusted Quality,0.4,4-1-2-1-2,CB1,Virgil van Dijk,203376,Center Back,90.0,0.9,0.9961802750195612,0.0015278899921755242,0.898624899007042,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.4,4-1-2-1-2,CB2,Gabriel,232580,Center Back,88.0,0.88,0.9997095821450804,0.00011616714196782674,0.8798977729150683,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.4,4-1-2-1-2,RB,Carvajal,204963,Right Back,85.0,0.85,0.98902408278031,0.004390366887876018,0.8462681881453054,Right Back,Fullback,Right Back|Right Midfielder
Role-Adjusted Quality,0.4,4-1-2-1-2,DM,Moisés Caicedo,256079,Defensive Midfielder,87.0,0.87,0.9827188664274614,0.006912453429015431,0.8639861655167566,Defensive Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,4-1-2-1-2,CM1,Pedri,251854,Central Midfielder,89.0,0.89,0.8770553125530485,0.049177874978780615,0.8462316912688853,Central Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,4-1-2-1-2,CM2,Vitinha,255253,Central Midfielder,89.0,0.89,0.795899749002126,0.0816401003991496,0.8173403106447569,Central Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,4-1-2-1-2,AM,Jamal Musiala,256790,Attacking Midfielder,88.0,0.88,0.92995252531437,0.028018989874252,0.8553432889106583,Attacking Midfielder,Attacking Midfielder,Attacking Midfielder|Central Midfielder|Left Midfielder|Striker
Role-Adjusted Quality,0.4,4-1-2-1-2,ST1,Harry Kane,202126,Striker,89.0,0.89,0.9841806203997862,0.006327751840085539,0.8843683008623239,Striker,Striker,Striker
Role-Adjusted Quality,0.4,4-1-2-1-2,ST2,Erling Haaland,239085,Striker,90.0,0.9,0.9999611285147314,1.5548594107439586e-05,0.8999860062653033,Striker,Striker,Striker
Role-Adjusted Quality,0.4,3-5-2,GK,Alisson,212831,Goalkeeper,89.0,0.89,0.872,0.0512,0.844432,Goalkeeper,GoalkeeperSkill,Goalkeeper
Role-Adjusted Quality,0.4,3-5-2,CB1,Virgil van Dijk,203376,Center Back,90.0,0.9,0.9961802750195612,0.0015278899921755242,0.898624899007042,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.4,3-5-2,CB2,Gabriel,232580,Center Back,88.0,0.88,0.9997095821450804,0.00011616714196782674,0.8798977729150683,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.4,3-5-2,CB3,Jonathan Tah,213331,Center Back,87.0,0.87,0.9997990044585502,8.039821657992442e-05,0.8699300535515755,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.4,3-5-2,LWB,Nuno Mendes,252145,Left Back,86.0,0.86,0.99502880398078,0.00198847840768801,0.8582899085693882,Left Back|Left Midfielder,Fullback|Wide Midfielder,Left Back|Left Midfielder
Role-Adjusted Quality,0.4,3-5-2,RWB,Carvajal,204963,Right Back,85.0,0.85,0.98902408278031,0.004390366887876018,0.8462681881453054,Right Back|Right Midfielder,Fullback|Wide Midfielder,Right Back|Right Midfielder
Role-Adjusted Quality,0.4,3-5-2,DM,Moisés Caicedo,256079,Defensive Midfielder,87.0,0.87,0.9827188664274614,0.006912453429015431,0.8639861655167566,Defensive Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,3-5-2,CM1,Pedri,251854,Central Midfielder,89.0,0.89,0.8770553125530485,0.049177874978780615,0.8462316912688853,Central Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,3-5-2,CM2,Vitinha,255253,Central Midfielder,89.0,0.89,0.795899749002126,0.0816401003991496,0.8173403106447569,Central Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,3-5-2,ST1,Harry Kane,202126,Striker,89.0,0.89,0.9841806203997862,0.006327751840085539,0.8843683008623239,Striker,Striker,Striker
Role-Adjusted Quality,0.4,3-5-2,ST2,Erling Haaland,239085,Striker,90.0,0.9,0.9999611285147314,1.5548594107439586e-05,0.8999860062653033,Striker,Striker,Striker
Role-Adjusted Quality,0.4,3-4-3,GK,Alisson,212831,Goalkeeper,89.0,0.89,0.872,0.0512,0.844432,Goalkeeper,GoalkeeperSkill,Goalkeeper
Role-Adjusted Quality,0.4,3-4-3,CB1,Virgil van Dijk,203376,Center Back,90.0,0.9,0.9961802750195612,0.0015278899921755242,0.898624899007042,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.4,3-4-3,CB2,Gabriel,232580,Center Back,88.0,0.88,0.9997095821450804,0.00011616714196782674,0.8798977729150683,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.4,3-4-3,CB3,Jonathan Tah,213331,Center Back,87.0,0.87,0.9997990044585502,8.039821657992442e-05,0.8699300535515755,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.4,3-4-3,LWB,Nuno Mendes,252145,Left Back,86.0,0.86,0.99502880398078,0.00198847840768801,0.8582899085693882,Left Back|Left Midfielder,Fullback|Wide Midfielder,Left Back|Left Midfielder
Role-Adjusted Quality,0.4,3-4-3,RWB,Carvajal,204963,Right Back,85.0,0.85,0.98902408278031,0.004390366887876018,0.8462681881453054,Right Back|Right Midfielder,Fullback|Wide Midfielder,Right Back|Right Midfielder
Role-Adjusted Quality,0.4,3-4-3,CM1,Pedri,251854,Central Midfielder,89.0,0.89,0.8770553125530485,0.049177874978780615,0.8462316912688853,Central Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,3-4-3,CM2,Vitinha,255253,Central Midfielder,89.0,0.89,0.795899749002126,0.0816401003991496,0.8173403106447569,Central Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,3-4-3,LW,Vini Jr.,238794,Left Winger,89.0,0.89,0.804790673085482,0.0780837307658072,0.8205054796184316,Left Winger,Winger,Left Midfielder|Left Winger|Striker
Role-Adjusted Quality,0.4,3-4-3,RW,Mohamed Salah,209331,Right Midfielder,91.0,0.91,0.6368583257414466,0.14525666970342135,0.7778164305698866,Right Winger,Winger,Right Midfielder|Right Winger
Role-Adjusted Quality,0.4,3-4-3,ST,Erling Haaland,239085,Striker,90.0,0.9,0.9999611285147314,1.5548594107439586e-05,0.8999860062653033,Striker,Striker,Striker
Role-Adjusted Quality,0.4,5-3-2,GK,Alisson,212831,Goalkeeper,89.0,0.89,0.872,0.0512,0.844432,Goalkeeper,GoalkeeperSkill,Goalkeeper
Role-Adjusted Quality,0.4,5-3-2,LB,Nuno Mendes,252145,Left Back,86.0,0.86,0.99502880398078,0.00198847840768801,0.8582899085693882,Left Back,Fullback,Left Back|Left Midfielder
Role-Adjusted Quality,0.4,5-3-2,CB1,Virgil van Dijk,203376,Center Back,90.0,0.9,0.9961802750195612,0.0015278899921755242,0.898624899007042,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.4,5-3-2,CB2,Gabriel,232580,Center Back,88.0,0.88,0.9997095821450804,0.00011616714196782674,0.8798977729150683,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.4,5-3-2,CB3,Jonathan Tah,213331,Center Back,87.0,0.87,0.9997990044585502,8.039821657992442e-05,0.8699300535515755,Center Back,Center Back,Center Back
Role-Adjusted Quality,0.4,5-3-2,RB,Carvajal,204963,Right Back,85.0,0.85,0.98902408278031,0.004390366887876018,0.8462681881453054,Right Back,Fullback,Right Back|Right Midfielder
Role-Adjusted Quality,0.4,5-3-2,DM,Moisés Caicedo,256079,Defensive Midfielder,87.0,0.87,0.9827188664274614,0.006912453429015431,0.8639861655167566,Defensive Midfielder,Defensive Midfielder,Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,5-3-2,CM1,Pedri,251854,Central Midfielder,89.0,0.89,0.8770553125530485,0.049177874978780615,0.8462316912688853,Central Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,5-3-2,CM2,Vitinha,255253,Central Midfielder,89.0,0.89,0.795899749002126,0.0816401003991496,0.8173403106447569,Central Midfielder,Central Midfielder,Attacking Midfielder|Central Midfielder|Defensive Midfielder
Role-Adjusted Quality,0.4,5-3-2,ST1,Harry Kane,202126,Striker,89.0,0.89,0.9841806203997862,0.006327751840085539,0.8843683008623239,Striker,Striker,Striker
Role-Adjusted Quality,0.4,5-3-2,ST2,Erling Haaland,239085,Striker,90.0,0.9,0.9999611285147314,1.5548594107439586e-05,0.8999860062653033,Striker,Striker,Striker
