ID,Name,Position,Team,League,Nation,OVR,Preferred foot,Alternative positions,Age,Height,Weight,Original Role Group,Evaluated Role,Role Source,Position Fit Score,Role Attribute Score,Player Role Suitability
221697,Ollie Watkins,Striker,Aston Villa,Premier League,England,84,Right,,30,"180cm / 5'11""",70kg / 154lb,Striker,Striker,Official Position,100.0,83.82000000000001,87.928
192123,Chris Wood,Striker,Nott'm Forest,Premier League,New Zealand,82,Right,,34,"191cm / 6'3""",92kg / 203lb,Striker,Striker,Official Position,100.0,85.3,87.82
241850,Mateo Retegui,Striker,Al Qadsiah,ROSHN Saudi League,Italy,83,Right,,26,"186cm / 6'1""",86kg / 190lb,Striker,Striker,Official Position,100.0,84.08,87.68199999999999
215333,Duván Zapata,Striker,Torino,Serie A Enilive,Colombia,82,Right,,35,"188cm / 6'2""",88kg / 194lb,Striker,Striker,Official Position,100.0,84.72,87.588
214096,Tim Kleindienst,Striker,M'gladbach,Bundesliga,Germany,81,Left,,30,"194cm / 6'4""",85kg / 187lb,Striker,Striker,Official Position,100.0,85.16,87.414
242458,Artem Dovbyk,Striker,AS Roma,Serie A Enilive,Ukraine,83,Left,,28,"189cm / 6'2""",78kg / 172lb,Striker,Striker,Official Position,100.0,83.14,87.306
188335,Ante Budimir,Striker,CA Osasuna,LALIGA EA SPORTS,Croatia,82,Left,,34,"190cm / 6'3""",75kg / 165lb,Striker,Striker,Official Position,100.0,83.98,87.292
201399,Mauro Icardi,Striker,Galatasaray,Trendyol Süper Lig,Argentina,81,Right,,33,"181cm / 5'11""",79kg / 174lb,Striker,Striker,Official Position,100.0,84.66000000000001,87.214
246430,Dušan Vlahović,Striker,Juventus,Serie A Enilive,Serbia,82,Left,,26,"190cm / 6'3""",88kg / 194lb,Striker,Striker,Official Position,100.0,83.68,87.172
256675,Omar Marmoush,Striker,Manchester City,Premier League,Egypt,84,Right,"['CAM', 'LW']",27,"183cm / 6'0""",81kg / 179lb,Striker,Striker,Official Position,100.0,81.82000000000001,87.128
230899,Ademola Lookman,Striker,Bergamo Calcio,Serie A Enilive,Nigeria,84,Right,['CAM'],28,"174cm / 5'9""",71kg / 157lb,Striker,Striker,Official Position,100.0,81.48,86.992
236610,Moise Kean,Striker,Fiorentina,Serie A Enilive,Italy,83,Right,,26,"183cm / 6'0""",72kg / 159lb,Striker,Striker,Official Position,100.0,82.34,86.98599999999999
236461,Jean-Philippe Mateta,Striker,Crystal Palace,Premier League,France,82,Right,,28,"192cm / 6'4""",88kg / 194lb,Striker,Striker,Official Position,100.0,83.2,86.98
243580,Loïs Openda,Striker,Juventus,Serie A Enilive,Belgium,83,Right,,26,"175cm / 5'9""",79kg / 174lb,Striker,Striker,Official Position,100.0,82.12,86.898
235410,Youssef En-Nesyri,Striker,Fenerbahçe,Trendyol Süper Lig,Morocco,82,Left,,28,"188cm / 6'2""",78kg / 172lb,Striker,Striker,Official Position,100.0,82.6,86.74
180930,Edin Džeko,Striker,Fiorentina,Serie A Enilive,Bosnia and Herzegovina,81,Right,,40,"193cm / 6'4""",80kg / 176lb,Striker,Striker,Official Position,100.0,83.24,86.646
243630,Jonathan David,Striker,Juventus,Serie A Enilive,Canada,82,Right,,26,"178cm / 5'10""",81kg / 179lb,Striker,Striker,Official Position,100.0,82.14,86.556
247679,Victor Boniface,Striker,SV Werder Bremen,Bundesliga,Nigeria,81,Right,,25,"190cm / 6'3""",91kg / 201lb,Striker,Striker,Official Position,100.0,82.92,86.518
215590,Ayoze,Striker,Villarreal CF,LALIGA EA SPORTS,Spain,83,Right,['CAM'],32,"178cm / 5'10""",66kg / 146lb,Striker,Striker,Official Position,100.0,81.12,86.49799999999999
229188,Vangelis Pavlidis,Striker,SL Benfica,Liga Portugal,Greece,82,Right,['CAM'],27,"186cm / 6'1""",80kg / 176lb,Striker,Striker,Official Position,100.0,81.84,86.436
231652,Simon Banza,Striker,SC Braga,Liga Portugal,Congo DR,81,Right,,29,"189cm / 6'2""",77kg / 170lb,Striker,Striker,Official Position,100.0,82.68,86.422
244257,Jonathan Burkardt,Striker,Frankfurt,Bundesliga,Germany,82,Right,,25,"181cm / 5'11""",79kg / 174lb,Striker,Striker,Official Position,100.0,81.78,86.412
234824,Yoane Wissa,Striker,Newcastle Utd,Premier League,Congo DR,82,Right,,29,"176cm / 5'9""",74kg / 163lb,Striker,Striker,Official Position,100.0,81.7,86.38
178509,Olivier Giroud,Striker,LOSC Lille,Ligue 1 McDonald's,France,79,Left,,39,"193cm / 6'4""",91kg / 201lb,Striker,Striker,Official Position,100.0,84.12,86.298
212228,Ivan Toney,Striker,Al Ahli,ROSHN Saudi League,England,81,Right,,30,"187cm / 6'2""",76kg / 168lb,Striker,Striker,Official Position,100.0,82.26,86.254
201153,Morata,Striker,Como,Serie A Enilive,Spain,81,Right,['CAM'],33,"190cm / 6'3""",84kg / 185lb,Striker,Striker,Official Position,100.0,82.06,86.174
224179,Borja Iglesias,Striker,Celta,LALIGA EA SPORTS,Spain,80,Right,,33,"187cm / 6'2""",86kg / 190lb,Striker,Striker,Official Position,100.0,82.62,86.048
188567,Pierre-Emerick Aubameyang,Striker,OM,Ligue 1 McDonald's,Gabon,81,Right,,36,"187cm / 6'2""",80kg / 176lb,Striker,Striker,Official Position,100.0,81.7,86.03
235790,Kai Havertz,Striker,Arsenal,Premier League,Germany,82,Left,"['CM', 'CAM']",26,"193cm / 6'4""",82kg / 181lb,Striker,Striker,Official Position,100.0,80.6,85.94
257289,Hugo Ekitiké,Striker,Liverpool,Premier League,France,83,Right,['CAM'],23,"189cm / 6'2""",70kg / 154lb,Striker,Striker,Official Position,100.0,79.7,85.93
176580,Luis Suárez,Striker,Inter Miami CF,MLS,Uruguay,79,Right,['CAM'],39,"182cm / 6'0""",86kg / 190lb,Striker,Striker,Official Position,100.0,83.0,85.85
205431,Niclas Füllkrug,Striker,West Ham,Premier League,Germany,79,Right,,33,"188cm / 6'2""",83kg / 183lb,Striker,Striker,Official Position,100.0,82.72,85.738
189805,Luuk de Jong,Striker,FC Porto,Liga Portugal,Holland,78,Right,,35,"189cm / 6'2""",86kg / 190lb,Striker,Striker,Official Position,100.0,83.54,85.71600000000001
244176,Deniz Undav,Striker,VfB Stuttgart,Bundesliga,Germany,80,Right,['CAM'],29,"179cm / 5'10""",86kg / 190lb,Striker,Striker,Official Position,100.0,81.5,85.6
225539,Dominic Solanke,Striker,Spurs,Premier League,England,80,Right,,28,"187cm / 6'2""",80kg / 176lb,Striker,Striker,Official Position,100.0,81.46000000000001,85.584
256903,Gonçalo Ramos,Striker,Paris SG,Ligue 1 McDonald's,Portugal,80,Right,,24,"185cm / 6'1""",82kg / 181lb,Striker,Striker,Official Position,100.0,81.34,85.536
205175,Arkadiusz Milik,Striker,Juventus,Serie A Enilive,Poland,79,Left,,32,"186cm / 6'1""",80kg / 176lb,Striker,Striker,Official Position,100.0,82.06,85.474
230142,Oyarzabal,Striker,Real Sociedad,LALIGA EA SPORTS,Spain,82,Left,"['LM', 'LW']",28,"181cm / 5'11""",78kg / 172lb,Striker,Striker,Official Position,100.0,79.34,85.436
223710,Vedat Muriqi,Striker,RCD Mallorca,LALIGA EA SPORTS,Kosovo,79,Left,,31,"194cm / 6'4""",92kg / 203lb,Striker,Striker,Official Position,100.0,81.92,85.418
243586,Ayoub El Kaabi,Striker,Olympiacos FC,Hellas Liga,Morocco,80,Left,,32,"182cm / 6'0""",76kg / 168lb,Striker,Striker,Official Position,100.0,81.02,85.408
208093,Gerard Moreno,Striker,Villarreal CF,LALIGA EA SPORTS,Spain,81,Left,"['RW', 'CAM']",33,"180cm / 5'11""",77kg / 170lb,Striker,Striker,Official Position,100.0,80.06,85.374
223689,Wout Weghorst,Striker,Ajax,Eredivisie,Holland,78,Right,,33,"197cm / 6'6""",84kg / 185lb,Striker,Striker,Official Position,100.0,82.52000000000001,85.30799999999999
256612,Evanilson,Striker,AFC Bournemouth,Premier League,Brazil,80,Right,,26,"183cm / 6'0""",80kg / 176lb,Striker,Striker,Official Position,100.0,80.68,85.272
237679,Randal Kolo Muani,Striker,Spurs,Premier League,France,81,Right,,27,"187cm / 6'2""",73kg / 161lb,Striker,Striker,Official Position,100.0,79.62,85.19800000000001
277581,Samu,Striker,FC Porto,Liga Portugal,Spain,79,Right,,21,"193cm / 6'4""",90kg / 198lb,Striker,Striker,Official Position,100.0,81.3,85.17
260592,Benjamin Šeško,Striker,Man Utd,Premier League,Slovenia,80,Right,,22,"195cm / 6'5""",86kg / 190lb,Striker,Striker,Official Position,100.0,80.28,85.112
205855,Marko Livaja,Striker,Hajduk Split,Liga Hrvatska,Croatia,79,Right,['CAM'],32,"182cm / 6'0""",80kg / 176lb,Striker,Striker,Official Position,100.0,81.14,85.106
213761,Abderrazak Hamdallah,Striker,Al Shabab,ROSHN Saudi League,Morocco,79,Right,['CAM'],35,"179cm / 5'10""",75kg / 165lb,Striker,Striker,Official Position,100.0,81.14,85.106
226710,Gianluca Scamacca,Striker,Bergamo Calcio,Serie A Enilive,Italy,79,Right,,27,"196cm / 6'5""",85kg / 187lb,Striker,Striker,Official Position,100.0,81.14,85.106
238900,Ermedin Demirović,Striker,VfB Stuttgart,Bundesliga,Bosnia and Herzegovina,80,Right,,28,"185cm / 6'1""",84kg / 185lb,Striker,Striker,Official Position,100.0,80.16,85.064
237712,Valentin Castellanos,Striker,Latium,Serie A Enilive,Argentina,80,Right,,27,"178cm / 5'10""",70kg / 154lb,Striker,Striker,Official Position,100.0,79.86,84.944
193301,Alexandre Lacazette,Striker,Neom,ROSHN Saudi League,France,79,Right,,34,"175cm / 5'9""",73kg / 161lb,Striker,Striker,Official Position,100.0,80.54,84.866
246242,Boulaye Dia,Striker,Latium,Serie A Enilive,Senegal,80,Right,['CAM'],29,"180cm / 5'11""",75kg / 165lb,Striker,Striker,Official Position,100.0,79.54,84.816
259197,Nicolas Jackson,Striker,FC Bayern München,Bundesliga,Senegal,80,Right,,24,"187cm / 6'2""",78kg / 172lb,Striker,Striker,Official Position,100.0,79.42,84.768
205693,Sébastien Haller,Striker,FC Utrecht,Eredivisie,Côte d'Ivoire,77,Right,,31,"191cm / 6'3""",82kg / 181lb,Striker,Striker,Official Position,100.0,81.86,84.694
241522,Jonas Wind,Striker,VfL Wolfsburg,Bundesliga,Denmark,78,Right,['CAM'],27,"190cm / 6'3""",82kg / 181lb,Striker,Striker,Official Position,100.0,80.8,84.62
254022,Nick Woltemade,Striker,Newcastle Utd,Premier League,Germany,79,Right,['CAM'],24,"199cm / 6'6""",90kg / 198lb,Striker,Striker,Official Position,100.0,79.86,84.594
234579,Julian Quiñones,Striker,Al Qadsiah,ROSHN Saudi League,Mexico,80,Right,"['LW', 'LM']",29,"180cm / 5'11""",78kg / 172lb,Striker,Striker,Official Position,100.0,78.82000000000001,84.528
186146,Danny Welbeck,Striker,Brighton,Premier League,England,78,Right,,35,"185cm / 6'1""",73kg / 161lb,Striker,Striker,Official Position,100.0,80.5,84.5
277797,Marcos Leonardo,Striker,Al Hilal,ROSHN Saudi League,Brazil,79,Right,"['CAM', 'CM']",22,"175cm / 5'9""",72kg / 159lb,Striker,Striker,Official Position,100.0,79.44,84.426
253242,Adrián Martínez,Striker,Racing Club,LPF,Argentina,78,Left,,33,"176cm / 5'9""",89kg / 196lb,Striker,Striker,Official Position,100.0,80.02000000000001,84.30799999999999
219733,Ludovic Ajorque,Striker,Stade Brestois 29,Ligue 1 McDonald's,France,77,Left,,32,"196cm / 6'5""",93kg / 205lb,Striker,Striker,Official Position,100.0,80.86,84.294
247172,Jhon Durán,Striker,Fenerbahçe,Trendyol Süper Lig,Colombia,79,Left,,22,"187cm / 6'2""",70kg / 154lb,Striker,Striker,Official Position,100.0,79.08,84.282
270050,Mika Biereth,Striker,AS Monaco,Ligue 1 McDonald's,Denmark,78,Right,,23,"187cm / 6'2""",78kg / 172lb,Striker,Striker,Official Position,100.0,79.9,84.26
231184,Guruzeta,Striker,Athletic Club,LALIGA EA SPORTS,Spain,79,Right,,29,"188cm / 6'2""",80kg / 176lb,Striker,Striker,Official Position,100.0,79.0,84.25
245152,Santiago Giménez,Striker,Milano FC,Serie A Enilive,Mexico,79,Left,,24,"183cm / 6'0""",68kg / 150lb,Striker,Striker,Official Position,100.0,78.98,84.242
230666,Gabriel Jesus,Striker,Arsenal,Premier League,Brazil,80,Right,['CAM'],28,"175cm / 5'9""",73kg / 161lb,Striker,Striker,Official Position,100.0,78.08,84.232
252037,Fábio Silva,Striker,Borussia Dortmund,Bundesliga,Portugal,79,Right,['LW'],23,"185cm / 6'1""",75kg / 165lb,Striker,Striker,Official Position,100.0,78.94,84.226
253072,Darwin Núñez,Striker,Al Hilal,ROSHN Saudi League,Uruguay,79,Right,,26,"187cm / 6'2""",81kg / 179lb,Striker,Striker,Official Position,100.0,78.8,84.17
208596,Andrea Belotti,Striker,Cagliari,Serie A Enilive,Italy,77,Right,,32,"181cm / 5'11""",84kg / 185lb,Striker,Striker,Official Position,100.0,80.5,84.15
258911,Toluwalase Arokodare,Striker,Wolves,Premier League,Nigeria,79,Right,,25,"197cm / 6'6""",97kg / 214lb,Striker,Striker,Official Position,100.0,78.7,84.13
238756,Jørgen Strand Larsen,Striker,Wolves,Premier League,Norway,78,Right,,26,"194cm / 6'4""",79kg / 174lb,Striker,Striker,Official Position,100.0,79.36,84.044
179813,Edinson Cavani,Striker,Boca Juniors,LPF,Uruguay,76,Right,,39,"185cm / 6'1""",77kg / 170lb,Striker,Striker,Official Position,100.0,81.1,84.03999999999999
259031,Liam Delap,Striker,Chelsea,Premier League,England,78,Right,,23,"186cm / 6'1""",90kg / 198lb,Striker,Striker,Official Position,100.0,79.32000000000001,84.028
240753,Amine Gouiri,Striker,OM,Ligue 1 McDonald's,Algeria,79,Right,['CAM'],26,"181cm / 5'11""",80kg / 176lb,Striker,Striker,Official Position,100.0,78.34,83.986
186537,Cristhian Stuani,Striker,Girona FC,LALIGA EA SPORTS,Uruguay,77,Right,,39,"186cm / 6'1""",76kg / 168lb,Striker,Striker,Official Position,100.0,80.08,83.982
243032,Hugo Duro,Striker,Valencia CF,LALIGA EA SPORTS,Spain,78,Left,,26,"177cm / 5'10""",70kg / 154lb,Striker,Striker,Official Position,100.0,79.1,83.94
251353,Kodjo Fo-Doh Laba,Striker,Al Ain FC,United Emirates League,Togo,77,Right,,34,"181cm / 5'11""",78kg / 172lb,Striker,Striker,Official Position,100.0,79.88000000000001,83.902
192387,Ciro Immobile,Striker,Bologna,Serie A Enilive,Italy,78,Right,['CAM'],36,"185cm / 6'1""",85kg / 187lb,Striker,Striker,Official Position,100.0,79.0,83.9
231943,Richarlison,Striker,Spurs,Premier League,Brazil,78,Right,"['LW', 'LM']",28,"184cm / 6'0""",71kg / 157lb,Striker,Striker,Official Position,100.0,78.74,83.79599999999999
196978,Callum Wilson,Striker,West Ham,Premier League,England,78,Right,,34,"180cm / 5'11""",66kg / 146lb,Striker,Striker,Official Position,100.0,78.72,83.788
236786,Martin Terrier,Striker,Leverkusen,Bundesliga,France,79,Right,"['LM', 'LW', 'CAM']",29,"184cm / 6'0""",71kg / 157lb,Striker,Striker,Official Position,100.0,77.84,83.786
258437,Emanuel Emegha,Striker,Strasbourg,Ligue 1 McDonald's,Holland,78,Left,,23,"195cm / 6'5""",82kg / 181lb,Striker,Striker,Official Position,100.0,78.7,83.78
204838,Raúl Jiménez,Striker,Fulham,Premier League,Mexico,77,Right,,34,"190cm / 6'3""",81kg / 179lb,Striker,Striker,Official Position,100.0,79.53999999999999,83.76599999999999
252042,João Pedro,Striker,Chelsea,Premier League,Brazil,79,Right,['CAM'],24,"188cm / 6'2""",82kg / 181lb,Striker,Striker,Official Position,100.0,77.72,83.738
241788,Mehdi Taremi,Striker,Olympiacos FC,Hellas Liga,Iran,78,Right,,33,"187cm / 6'2""",83kg / 183lb,Striker,Striker,Official Position,100.0,78.46000000000001,83.684
217998,Cristian Arango,Striker,SJ Earthquakes,MLS,Colombia,78,Right,"['CAM', 'LW']",31,"178cm / 5'10""",70kg / 154lb,Striker,Striker,Official Position,100.0,78.28,83.612
264697,Mohamed Amoura,Striker,VfL Wolfsburg,Bundesliga,Algeria,80,Right,"['LW', 'LM', 'CAM']",25,"170cm / 5'7""",61kg / 134lb,Striker,Striker,Official Position,100.0,76.44,83.576
268474,Lorenzo Lucca,Striker,SSC Napoli,Serie A Enilive,Italy,76,Right,,25,"201cm / 6'7""",80kg / 176lb,Striker,Striker,Official Position,100.0,79.92,83.568
199439,Michael Gregoritsch,Striker,Brøndby IF,3F Superliga,Austria,75,Left,,31,"193cm / 6'4""",91kg / 201lb,Striker,Striker,Official Position,100.0,80.78,83.56200000000001
226537,Vincent Janssen,Striker,Royal Antwerp FC,1A Pro League,Holland,77,Left,"['CAM', 'CM']",31,"183cm / 6'0""",88kg / 194lb,Striker,Striker,Official Position,100.0,78.98,83.542
192678,Kike García,Striker,RCD Espanyol,LALIGA EA SPORTS,Spain,76,Right,,36,"186cm / 6'1""",79kg / 174lb,Striker,Striker,Official Position,100.0,79.74,83.496
206467,Alassane Pléa,Striker,PSV,Eredivisie,France,78,Right,"['CAM', 'LW']",33,"181cm / 5'11""",82kg / 181lb,Striker,Striker,Official Position,100.0,77.74000000000001,83.396
204529,Michy Batshuayi,Striker,Frankfurt,Bundesliga,Belgium,77,Right,,32,"185cm / 6'1""",80kg / 176lb,Striker,Striker,Official Position,100.0,78.5,83.35
253444,Arnaud Kalimuendo,Striker,Nott'm Forest,Premier League,France,78,Right,,24,"175cm / 5'9""",79kg / 174lb,Striker,Striker,Official Position,100.0,77.58,83.332
239842,Georgios Giakoumakis,Striker,PAOK FC,Hellas Liga,Greece,76,Right,,31,"185cm / 6'1""",81kg / 179lb,Striker,Striker,Official Position,100.0,79.32000000000001,83.328
231352,Tammy Abraham,Striker,Beşiktaş,Trendyol Süper Lig,England,77,Right,,28,"194cm / 6'4""",82kg / 181lb,Striker,Striker,Official Position,100.0,78.42,83.318
237254,Kévin Denkey,Striker,FC Cincinnati,MLS,Togo,77,Right,,25,"181cm / 5'11""",81kg / 179lb,Striker,Striker,Official Position,100.0,78.38000000000001,83.302
79402,Igor Jesus,Striker,Nott'm Forest,Premier League,Brazil,77,Right,,25,"179cm / 5'10""",75kg / 165lb,Striker,Striker,Official Position,100.0,78.28,83.262
233630,Hugo Cuypers,Striker,Chicago Fire FC,MLS,Belgium,77,Right,,29,"185cm / 6'1""",75kg / 165lb,Striker,Striker,Official Position,100.0,78.2,83.23
238004,Albert Guðmundsson,Striker,Fiorentina,Serie A Enilive,Iceland,79,Right,['CAM'],28,"178cm / 5'10""",78kg / 172lb,Striker,Striker,Official Position,100.0,76.34,83.186
184111,Christian Benteke,Striker,D.C. United,MLS,Belgium,75,Right,,35,"190cm / 6'3""",83kg / 183lb,Striker,Striker,Official Position,100.0,79.84,83.186
244622,Puado,Striker,RCD Espanyol,LALIGA EA SPORTS,Spain,78,Right,"['LM', 'CAM']",27,"177cm / 5'10""",69kg / 152lb,Striker,Striker,Official Position,100.0,77.2,83.18
254117,Maximilian Beier,Striker,Borussia Dortmund,Bundesliga,Germany,79,Right,"['RM', 'LM', 'RW']",23,"185cm / 6'1""",72kg / 159lb,Striker,Striker,Official Position,100.0,76.26,83.154
222357,Breel Embolo,Striker,Stade Rennais FC,Ligue 1 McDonald's,Switzerland,77,Right,,29,"187cm / 6'2""",88kg / 194lb,Striker,Striker,Official Position,100.0,78.0,83.15
246321,Daizen Maeda,Left Winger,Celtic,Scottish Prem,Japan,79,Right,"['ST', 'RW', 'LM']",28,"173cm / 5'8""",68kg / 150lb,Winger,Striker,Flexible Position 1,94.756551007312,79.52,83.147137751828
251810,Brian Brobbey,Striker,Sunderland,Premier League,Holland,77,Right,,24,"180cm / 5'11""",78kg / 172lb,Striker,Striker,Official Position,100.0,77.96000000000001,83.134
223197,Enes Ünal,Striker,AFC Bournemouth,Premier League,Turkey,77,Right,,28,"187cm / 6'2""",78kg / 172lb,Striker,Striker,Official Position,100.0,77.94,83.126
228635,Borja Mayoral,Striker,Getafe CF,LALIGA EA SPORTS,Spain,77,Right,,28,"182cm / 6'0""",74kg / 163lb,Striker,Striker,Official Position,100.0,77.92,83.118
237034,Cucho,Striker,Real Betis,LALIGA EA SPORTS,Colombia,78,Right,['CAM'],26,"176cm / 5'9""",73kg / 161lb,Striker,Striker,Official Position,100.0,76.9,83.06
244793,Tomáš Chorý,Striker,Slavia Praha,Česká Liga,Czech Republic,75,Right,,31,"200cm / 6'7""",101kg / 223lb,Striker,Striker,Official Position,100.0,79.52,83.05799999999999
226777,Cyle Larin,Striker,Feyenoord,Eredivisie,Canada,77,Right,,30,"188cm / 6'2""",90kg / 198lb,Striker,Striker,Official Position,100.0,77.66,83.014
228687,Kasper Dolberg,Striker,Ajax,Eredivisie,Denmark,77,Right,,28,"187cm / 6'2""",78kg / 172lb,Striker,Striker,Official Position,100.0,77.62,82.998
198951,Cédric Bakambu,Striker,Real Betis,LALIGA EA SPORTS,Congo DR,77,Right,,34,"182cm / 6'0""",73kg / 161lb,Striker,Striker,Official Position,100.0,77.46,82.934
251892,Beto,Striker,Everton,Premier League,Guinea-Bissau,76,Right,,28,"194cm / 6'4""",88kg / 194lb,Striker,Striker,Official Position,100.0,78.32000000000001,82.928
219862,Miguel Borja,Striker,River Plate,LPF,Colombia,76,Right,,33,"184cm / 6'0""",85kg / 187lb,Striker,Striker,Official Position,100.0,78.22,82.888
245158,Luis Javier Suárez,Striker,Sporting CP,Liga Portugal,Colombia,77,Right,,28,"181cm / 5'11""",82kg / 181lb,Striker,Striker,Official Position,100.0,77.16,82.814
247463,Folarin Balogun,Striker,AS Monaco,Ligue 1 McDonald's,United States,77,Right,['CAM'],24,"178cm / 5'10""",66kg / 146lb,Striker,Striker,Official Position,100.0,77.14,82.806
232432,Luka Jović,Striker,AEK Athens,Hellas Liga,Serbia,76,Right,,28,"181cm / 5'11""",85kg / 187lb,Striker,Striker,Official Position,100.0,77.94,82.776
246618,Adam Hložek,Striker,TSG Hoffenheim,Bundesliga,Czech Republic,77,Right,"['RM', 'CAM', 'RW']",23,"188cm / 6'2""",84kg / 185lb,Striker,Striker,Official Position,100.0,76.86,82.694
215064,Julio Furch,Striker,Banfield,LPF,Argentina,75,Right,,36,"188cm / 6'2""",88kg / 194lb,Striker,Striker,Official Position,100.0,78.60000000000001,82.69
250961,Joshua Zirkzee,Striker,Man Utd,Premier League,Holland,77,Right,['CAM'],24,"193cm / 6'4""",89kg / 196lb,Striker,Striker,Official Position,100.0,76.72,82.638
197031,Marvin Ducksch,Striker,Birmingham City,EFL Championship,Germany,76,Right,['CAM'],32,"188cm / 6'2""",79kg / 174lb,Striker,Striker,Official Position,100.0,77.39999999999999,82.56
252021,Thijs Dallinga,Striker,Bologna,Serie A Enilive,Holland,76,Right,,25,"190cm / 6'3""",72kg / 159lb,Striker,Striker,Official Position,100.0,77.4,82.56
233216,Phillip Tietz,Striker,FC Augsburg,Bundesliga,Germany,75,Right,,28,"190cm / 6'3""",86kg / 190lb,Striker,Striker,Official Position,100.0,78.26,82.554
258015,Fotis Ioannidis,Striker,Sporting CP,Liga Portugal,Greece,77,Right,,26,"186cm / 6'1""",80kg / 176lb,Striker,Striker,Official Position,100.0,76.46000000000001,82.534
221125,Sebastián Driussi,Striker,River Plate,LPF,Argentina,77,Right,"['CAM', 'CM']",30,"178cm / 5'10""",80kg / 176lb,Striker,Striker,Official Position,100.0,76.44,82.526
73070,Promise David,Striker,R. Union St.-G.,1A Pro League,Canada,75,Right,,24,"195cm / 6'5""",91kg / 201lb,Striker,Striker,Official Position,100.0,78.18,82.522
226093,Ché Adams,Striker,Torino,Serie A Enilive,Scotland,77,Right,,29,"175cm / 5'9""",70kg / 154lb,Striker,Striker,Official Position,100.0,76.4,82.51
276295,Thierno Barry,Striker,Everton,Premier League,France,77,Right,,23,"195cm / 6'5""",82kg / 181lb,Striker,Striker,Official Position,100.0,76.4,82.51
253002,Giacomo Raspadori,Striker,Atlético de Madrid,LALIGA EA SPORTS,Italy,78,Right,"['CAM', 'LW']",26,"172cm / 5'8""",69kg / 152lb,Striker,Striker,Official Position,100.0,75.5,82.5
275771,Igor Thiago,Striker,Brentford,Premier League,Brazil,75,Right,,24,"191cm / 6'3""",88kg / 194lb,Striker,Striker,Official Position,100.0,77.96000000000001,82.434
231627,Umar Sadiq,Striker,Real Sociedad,LALIGA EA SPORTS,Nigeria,77,Right,['CAM'],29,"192cm / 6'4""",78kg / 172lb,Striker,Striker,Official Position,100.0,76.14,82.406
255223,Amine Adli,Striker,AFC Bournemouth,Premier League,Morocco,78,Left,"['LM', 'CAM']",25,"174cm / 5'9""",72kg / 159lb,Striker,Striker,Official Position,100.0,75.26,82.404
251223,Ricardo Pepi,Striker,PSV,Eredivisie,United States,76,Right,,23,"185cm / 6'1""",74kg / 163lb,Striker,Striker,Official Position,100.0,76.98,82.392
254551,Georges Mikautadze,Striker,Villarreal CF,LALIGA EA SPORTS,Georgia,77,Right,,25,"176cm / 5'9""",71kg / 157lb,Striker,Striker,Official Position,100.0,76.04,82.366
242374,Musa Barrow,Striker,Al Taawoun,ROSHN Saudi League,Gambia,78,Right,"['LM', 'LW', 'CAM']",27,"183cm / 6'0""",70kg / 154lb,Striker,Striker,Official Position,100.0,75.08,82.332
244797,Petar Musa,Striker,FC Dallas,MLS,Croatia,76,Right,,28,"190cm / 6'3""",82kg / 181lb,Striker,Striker,Official Position,100.0,76.82,82.328
213418,Chuba Akpom,Striker,Ipswich,EFL Championship,England,76,Right,,30,"186cm / 6'1""",81kg / 179lb,Striker,Striker,Official Position,100.0,76.82000000000001,82.328
273843,Alex Arce,Striker,Ind. Rivadavia,LPF,Paraguay,75,Right,,30,"187cm / 6'2""",80kg / 176lb,Striker,Striker,Official Position,100.0,77.66,82.314
268421,Mathys Tel,Striker,Spurs,Premier League,France,77,Right,"['LW', 'CAM']",20,"183cm / 6'0""",77kg / 170lb,Striker,Striker,Official Position,100.0,75.86,82.294
73374,Chrisantus Uche,Striker,Crystal Palace,Premier League,Nigeria,76,Right,"['CAM', 'CM']",22,"190cm / 6'3""",80kg / 176lb,Striker,Striker,Official Position,100.0,76.72,82.288
228941,André Silva,Striker,Elche CF,LALIGA EA SPORTS,Portugal,76,Right,,30,"185cm / 6'1""",84kg / 185lb,Striker,Striker,Official Position,100.0,76.58,82.232
240663,Miguel Ángel Merentiel,Striker,Boca Juniors,LPF,Uruguay,76,Right,"['RW', 'RM']",30,"175cm / 5'9""",70kg / 154lb,Striker,Striker,Official Position,100.0,76.56,82.224
264337,Rodrigo Muniz,Striker,Fulham,Premier League,Brazil,75,Right,,24,"185cm / 6'1""",80kg / 176lb,Striker,Striker,Official Position,100.0,77.38,82.202
223933,Gustaf Nilsson,Striker,Club Brugge,1A Pro League,Sweden,75,Right,,28,"197cm / 6'6""",87kg / 192lb,Striker,Striker,Official Position,100.0,77.24,82.146
260290,Marvin Pieringer,Striker,Heidenheim,Bundesliga,Germany,75,Right,['CAM'],26,"191cm / 6'3""",82kg / 181lb,Striker,Striker,Official Position,100.0,77.2,82.13
272505,Endrick,Striker,Real Madrid,LALIGA EA SPORTS,Brazil,77,Left,['RW'],19,"173cm / 5'8""",66kg / 146lb,Striker,Striker,Official Position,100.0,75.4,82.11
226286,Gabriel Ávalos,Striker,Independiente,LPF,Paraguay,75,Right,['CAM'],35,"188cm / 6'2""",91kg / 201lb,Striker,Striker,Official Position,100.0,77.08,82.082
189250,Salomón Rondón,Striker,R. Oviedo,LALIGA EA SPORTS,Venezuela,74,Right,,36,"189cm / 6'2""",90kg / 198lb,Striker,Striker,Official Position,100.0,77.82000000000001,82.028
