ID,Rank,Name,GENDER,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,card,Functional Position,Prob_Attacking Midfielder,Prob_Center Back,Prob_Central Midfielder,Prob_Defensive Midfielder,Prob_Full Back,Prob_Striker,Prob_Wide Midfielder,Prob_Winger,PredictedFunctionalPosition1,FunctionalPositionProbability1,PredictedFunctionalPosition2,FunctionalPositionProbability2,PredictedFunctionalPosition3,FunctionalPositionProbability3,OfficialFunctionalPositionMatch
212226,3719,Dan Nistor,M,72,63,69,75,72,60,71,61,65,70,62,75,73,65,85,69,78,74,76,76,73,72,71,79,68,72,73,63,44,62,61,58,55,90,60,77,Attacking Midfielder,4,3,Right,"172cm / 5'8""",75kg / 165lb,['CM'],37,Romania,SUPERLIGA,FC Univ. Cluj,"['Dead Ball', 'Incisive Pass', 'Long Ball Pass', 'Relentless']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dan-nistor/212226,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/212226_en.webp,Attacking Midfielder,0.09711592518171772,1.8836216661910035e-08,0.8649958070026081,0.033832341360992384,9.886088651846697e-05,2.3330376438987175e-05,0.003459553767577169,0.0004741625879303596,Central Midfielder,0.8649958070026081,Attacking Midfielder,0.09711592518171772,Defensive Midfielder,0.033832341360992384,False
243478,3734,Enzo Loiodice,M,72,66,64,70,73,69,67,64,67,63,58,73,78,39,58,63,72,69,73,73,67,73,70,82,68,74,66,67,58,71,72,70,63,80,58,74,Central Midfielder,3,3,Left,"177cm / 5'10""",71kg / 157lb,"['CDM', 'CB']",25,France,LALIGA HYPERMOTION,UD Las Palmas,['Press Proven'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/enzo-loiodice/243478,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243478_en.webp,Central Midfielder,0.01025466636664184,0.0003279852281567174,0.42112031300391906,0.5624249656831845,0.005169154836921113,2.2543653340407463e-06,0.0006330154345795249,6.764508126317359e-05,Defensive Midfielder,0.5624249656831845,Central Midfielder,0.42112031300391906,Attacking Midfielder,0.01025466636664184,False
188268,3741,Lautaro Acosta,M,72,82,68,70,75,53,60,81,82,71,68,72,64,74,65,71,69,45,73,68,70,73,81,84,72,73,83,61,63,53,48,44,75,66,47,82,Attacking Midfielder,4,4,Right,"169cm / 5'7""",65kg / 143lb,"['LM', 'RM', 'ST']",38,Argentina,LPF,Lanús,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lautaro-acosta/188268,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/188268_en.webp,Attacking Midfielder,0.05451953325840597,9.32631258842454e-10,0.008160817695273314,7.681169437463744e-06,0.00026610806611494157,0.07230289689899955,0.7587066470939722,0.10603631488516535,Wide Midfielder,0.7587066470939722,Winger,0.10603631488516535,Striker,0.07230289689899955,False
233631,3747,Amath Ndiaye,M,72,85,70,67,74,49,63,83,86,72,71,75,66,73,56,64,67,65,69,62,72,74,82,72,66,74,70,41,65,41,58,42,77,54,62,73,Left Midfielder,4,4,Right,"173cm / 5'8""",70kg / 154lb,"['RM', 'ST', 'LW']",29,Senegal,LALIGA HYPERMOTION,R. Valladolid CF,"['Gamechanger', 'Quick Step', 'Rapid']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amath-ndiaye/233631,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/233631_en.webp,Wide Midfielder,0.06368447122016772,1.8965233363696214e-10,0.0022781889460902387,1.2991968376609366e-07,2.9415339239498497e-06,0.5117883565912883,0.3026829963348389,0.1195629152643548,Striker,0.5117883565912883,Wide Midfielder,0.3026829963348389,Winger,0.1195629152643548,False
270013,3751,Aaron Zehnter,M,72,74,64,72,70,64,64,78,71,68,59,76,68,46,54,80,74,78,69,60,82,70,75,70,69,72,53,64,56,67,64,62,68,86,55,59,Left Midfielder,4,3,Left,"180cm / 5'11""",70kg / 154lb,['LB'],21,Germany,Bundesliga,VfL Wolfsburg,"['Dead Ball', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aaron-zehnter/270013,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270013_en.webp,Wide Midfielder,0.0066333285964027345,3.421764223439807e-06,0.012083561729892486,0.001175489524489615,0.6324629129980629,2.9703340063100194e-05,0.3276729475861079,0.019938634460758064,Full Back,0.6324629129980629,Wide Midfielder,0.3276729475861079,Winger,0.019938634460758064,False
275029,4728,Ibrahim Maza,M,71,75,66,66,79,40,62,74,76,65,64,82,61,55,60,63,68,54,70,63,67,81,84,79,67,77,70,41,52,35,42,31,66,70,62,49,Attacking Midfielder,3,4,Right,"180cm / 5'11""",70kg / 154lb,['CM'],20,Algeria,Bundesliga,Leverkusen,"['Inventive', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ibrahim-maza/275029,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275029_en.webp,Attacking Midfielder,0.18210691070553084,1.6238681456810835e-13,0.004640968604577597,7.227225593252246e-08,1.5641518157212203e-07,0.0100157699856962,0.681952317453043,0.1212838045635523,Wide Midfielder,0.681952317453043,Attacking Midfielder,0.18210691070553084,Winger,0.1212838045635523,False
232148,4686,Dániel Sallói,M,71,75,71,68,71,35,70,76,75,71,69,76,73,68,69,72,70,55,69,63,69,71,72,67,72,70,71,27,60,38,30,28,74,79,66,68,Left Winger,4,3,Right,"185cm / 6'1""",68kg / 150lb,['LM'],29,Hungary,MLS,Sporting KC,"['Finesse Shot', 'Rapid', 'Whipped Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniel-salloi/232148,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/232148_en.webp,Winger,0.04677755297717788,1.02864273802118e-15,4.849494034887071e-05,8.815931460484256e-11,1.4765244188497879e-08,0.1810335259564882,0.5682754601009989,0.20386495117158163,Wide Midfielder,0.5682754601009989,Winger,0.20386495117158163,Striker,0.1810335259564882,False
236935,4687,Hannes Wolf,M,71,77,68,67,73,37,68,80,74,70,68,69,68,63,65,63,70,63,69,64,73,74,77,74,67,73,66,38,57,25,42,40,73,68,66,70,Right Midfielder,3,3,Left,"179cm / 5'10""",71kg / 157lb,"['CAM', 'LM', 'RW']",26,Austria,MLS,New York City FC,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hannes-wolf/236935,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/236935_en.webp,Wide Midfielder,0.37618042900240717,6.820709203359108e-13,0.005126801798641882,3.920945813123728e-08,1.9986251076047464e-07,0.13174352341166892,0.31094003156812255,0.1760089751465084,Attacking Midfielder,0.37618042900240717,Wide Midfielder,0.31094003156812255,Winger,0.1760089751465084,False
243551,4690,Ali Gholizadeh,M,71,71,67,69,72,46,65,74,69,68,68,69,69,58,55,68,69,65,70,67,71,72,76,79,65,70,69,42,34,47,53,42,58,74,62,63,Right Midfielder,3,4,Left,"176cm / 5'9""",72kg / 159lb,['RW'],30,Iran,PKO BP Ekstraklasa,Lech Poznań,"['Finesse Shot', 'Inventive', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ali-gholizadeh/243551,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243551_en.webp,Wide Midfielder,0.3996060435123404,2.252319151094504e-12,0.05429182627740686,8.183300613387257e-06,6.828441330814105e-06,0.0029154407866204953,0.39805529917511934,0.14511637850431633,Attacking Midfielder,0.3996060435123404,Wide Midfielder,0.39805529917511934,Winger,0.14511637850431633,False
254695,4691,Franco Ibarra,M,71,67,50,62,61,71,79,69,66,64,51,54,48,37,37,64,63,41,66,62,43,57,63,68,65,65,52,70,57,72,74,72,73,92,76,73,Defensive Midfielder,3,2,Right,"175cm / 5'9""",69kg / 152lb,['CM'],24,Argentina,LPF,Rosario Central,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/franco-ibarra/254695,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254695_en.webp,Defensive Midfielder,6.86629021784383e-05,0.09198283383687382,0.01206579086009323,0.2762119686526097,0.6193407960904217,1.0552422309945134e-06,0.00031483930218342685,1.4053113408743194e-05,Full Back,0.6193407960904217,Defensive Midfielder,0.2762119686526097,Center Back,0.09198283383687382,False
225668,4705,Karlan Grant,M,71,82,71,63,71,33,69,80,83,72,71,74,71,63,75,66,67,63,67,47,63,72,76,66,70,71,65,29,62,40,23,24,79,76,72,48,Left Midfielder,3,3,Right,"182cm / 6'0""",70kg / 154lb,"['ST', 'CAM', 'LW']",28,England,EFL Championship,West Brom,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/karlan-grant/225668,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/225668_en.webp,Wide Midfielder,0.007033483751887963,2.9422571217423307e-16,8.016790740611804e-07,1.0000207297863841e-12,2.923497945636531e-09,0.604273683910686,0.27735130843590244,0.11134071929795132,Striker,0.604273683910686,Wide Midfielder,0.27735130843590244,Winger,0.11134071929795132,False
245275,4711,Toma Bašić,M,71,40,64,73,70,72,70,46,35,69,54,81,75,59,51,72,73,77,74,72,77,70,61,60,70,75,72,72,75,70,73,71,73,59,74,71,Central Midfielder,3,3,Right,"190cm / 6'3""",82kg / 181lb,['CDM'],29,Croatia,Serie A Enilive,Latium,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/toma-basic/245275,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/245275_en.webp,Central Midfielder,0.003196421303569423,0.18656702229761601,0.19968494452491475,0.598936471665611,0.011460789978952047,2.5781612112321648e-05,0.00011907270119184294,9.495916032501813e-06,Defensive Midfielder,0.598936471665611,Central Midfielder,0.19968494452491475,Center Back,0.18656702229761601,False
247599,4765,Léo Leroy,M,71,52,60,71,71,65,66,50,54,62,52,70,72,42,52,62,74,59,77,74,62,72,61,61,66,75,67,67,56,65,66,65,62,72,67,59,Defensive Midfielder,3,3,Right,"187cm / 6'2""",82kg / 181lb,['CM'],26,France,Brack Super League,FC Basel 1893,['Precision Header'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leo-leroy/247599,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247599_en.webp,Defensive Midfielder,0.009048560712758918,7.23125867261902e-05,0.7097020189928457,0.28084881838134246,0.00020976136875046364,6.335498686828335e-07,0.00010858119499439164,9.31321271314019e-06,Central Midfielder,0.7097020189928457,Defensive Midfielder,0.28084881838134246,Attacking Midfielder,0.009048560712758918,False
235242,4734,Daan Heymans,M,71,48,75,68,70,56,70,44,52,77,78,75,68,71,75,60,70,62,73,68,71,70,65,53,76,73,75,53,74,48,61,52,71,75,72,59,Attacking Midfielder,3,3,Right,"186cm / 6'1""",73kg / 161lb,['CM'],26,Belgium,1A Pro League,KRC Genk,"['Aerial Fortress', 'Precision Header', 'Slide Tackle']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daan-heymans/235242,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/235242_en.webp,Attacking Midfielder,0.12379142153230882,8.733692075949008e-08,0.04501316995715079,1.9825921078243645e-05,1.8173711251295658e-07,0.829976772556268,0.0008094051077265263,0.00038913585143444794,Striker,0.829976772556268,Attacking Midfielder,0.12379142153230882,Central Midfielder,0.04501316995715079,False
263056,4740,Emir Sahiti,M,71,75,68,66,73,41,64,83,69,68,68,73,68,62,59,67,66,62,66,64,71,73,85,84,69,71,63,34,52,43,42,37,68,66,56,78,Right Winger,4,3,Right,"174cm / 5'9""",65kg / 143lb,['RM'],27,Kosovo,Bundesliga,Hamburger SV,"['Quick Step', 'Rapid']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emir-sahiti/263056,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/263056_en.webp,Winger,0.1340740767483483,1.4973732671180241e-13,0.0010617122860764373,3.000380110216204e-08,5.256100547297868e-07,0.041641331821877174,0.6051088518072465,0.21811347172244613,Wide Midfielder,0.6051088518072465,Winger,0.21811347172244613,Attacking Midfielder,0.1340740767483483,False
273711,4744,Santiago Solari,M,71,79,68,66,72,38,64,78,80,67,72,67,63,62,59,67,67,58,66,64,63,74,68,73,67,71,67,34,49,37,38,42,64,72,58,67,Right Winger,2,3,Right,"178cm / 5'10""",74kg / 163lb,"['RM', 'LM']",28,Argentina,LPF,Racing Club,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/santiago-solari/273711,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273711_en.webp,Winger,0.05371635555478143,1.99673572480674e-14,0.00020448238852617637,2.335169455007683e-09,4.358852911451321e-07,0.012218197942602049,0.5705069924422124,0.36335353345139737,Wide Midfielder,0.5705069924422124,Winger,0.36335353345139737,Attacking Midfielder,0.05371635555478143,False
224874,4747,Amahl Pellegrino,M,71,82,73,64,71,38,58,81,82,75,72,76,75,71,69,65,66,71,60,59,80,69,84,55,72,71,73,37,62,35,33,40,71,76,54,44,Left Midfielder,3,4,Right,"190cm / 6'3""",68kg / 150lb,['LW'],35,Norway,MLS,San Diego FC,"['Finesse Shot', 'Incisive Pass']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amahl-pellegrino/224874,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/224874_en.webp,Wide Midfielder,0.018789978985765118,1.4812388047077534e-13,2.7444290886874162e-05,1.4511743530685243e-10,9.164534160361261e-07,0.6574847377321711,0.20306602107296073,0.12063090131953462,Striker,0.6574847377321711,Wide Midfielder,0.20306602107296073,Winger,0.12063090131953462,False
252577,4754,João Ferreira,M,71,76,41,61,66,71,71,75,77,53,31,65,35,46,44,66,58,32,65,62,53,66,58,65,74,67,65,69,67,73,74,68,76,71,69,74,Center Back,3,2,Right,"185cm / 6'1""",79kg / 174lb,"['RB', 'RM']",25,Portugal,Ligue 2 BKT,AS Saint-Étienne,['Long Ball Pass'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joao-ferreira/252577,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/252577_en.webp,Center Back,6.245023647725867e-08,0.14245172209141854,2.2280725845577355e-05,0.0031646060716316645,0.8542917369063422,1.3131635460005519e-09,6.94344485267323e-05,1.5599283521707149e-07,Full Back,0.8542917369063422,Center Back,0.14245172209141854,Defensive Midfielder,0.0031646060716316645,False
260236,4675,Nene Dorgeles,M,71,87,72,64,76,38,54,88,86,71,74,72,70,71,64,63,64,60,67,60,67,75,90,84,69,74,65,27,56,35,42,39,66,71,46,52,Striker,4,3,Left,"174cm / 5'9""",65kg / 143lb,['CAM'],23,Mali,Trendyol Süper Lig,Fenerbahçe,['Quick Step'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nene-dorgeles/260236,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260236_en.webp,Striker,0.07814238836026247,1.5034597102156724e-15,7.487714834196794e-05,8.994462847555554e-11,7.468982409875442e-08,0.18375880020806934,0.47340969995612164,0.2646141595474342,Wide Midfielder,0.47340969995612164,Winger,0.2646141595474342,Striker,0.18375880020806934,False
261035,4676,Zeidane Inoussa,M,71,84,67,65,73,36,66,82,85,65,69,67,65,64,58,67,65,45,67,64,61,71,86,81,61,74,63,36,36,44,30,28,63,74,64,63,Left Winger,3,4,Right,"177cm / 5'10""",67kg / 148lb,['LM'],23,Sweden,EFL Championship,Swansea City,"['Quick Step', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/zeidane-inoussa/261035,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/261035_en.webp,Winger,0.041459799407554204,2.1916505979366246e-16,0.0003586325253900778,3.4773730116489195e-09,5.8790834544788e-08,0.0052384318459291505,0.6099610835941142,0.3429819903588048,Wide Midfielder,0.6099610835941142,Winger,0.3429819903588048,Attacking Midfielder,0.041459799407554204,False
220084,4597,César Falletti,M,71,90,66,69,75,33,64,90,90,69,62,74,70,61,64,68,66,68,71,69,73,72,90,90,64,74,73,22,47,50,22,21,70,78,61,50,Attacking Midfielder,3,4,Right,"174cm / 5'9""",65kg / 143lb,"['ST', 'CM']",33,Uruguay,Serie BKT,Mantova,"['Dead Ball', 'Gamechanger', 'Quick Step', 'Rapid']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cesar-falletti/220084,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/220084_en.webp,Attacking Midfielder,0.07420089767715729,2.2660011766588654e-17,6.113171794945627e-05,6.07655861661992e-11,7.29387139330512e-09,0.005017108804130414,0.7532935942529265,0.1674272601931992,Wide Midfielder,0.7532935942529265,Winger,0.1674272601931992,Attacking Midfielder,0.07420089767715729,False
215399,4663,Rúben Vezo,M,71,68,54,62,64,71,73,67,69,45,53,59,55,51,50,66,54,36,68,65,57,59,68,69,66,68,67,72,68,71,71,70,75,70,74,72,Right Back,2,2,Right,"183cm / 6'0""",80kg / 176lb,['CB'],31,Portugal,Hellas Liga,Olympiacos FC,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ruben-vezo/215399,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/215399_en.webp,Full Back,1.269702803173319e-06,0.6306861429741476,0.0004056838809512305,0.05225846853801544,0.3166222064986641,1.020351716297337e-07,2.5507765357082427e-05,6.18604889657706e-07,Center Back,0.6306861429741476,Full Back,0.3166222064986641,Defensive Midfielder,0.05225846853801544,False
245598,4655,Iddrisu Baba,M,71,58,64,62,67,67,75,55,60,70,66,63,65,42,52,46,69,48,69,68,46,71,51,60,71,70,57,71,61,64,70,69,71,78,76,71,Defensive Midfielder,4,2,Right,"182cm / 6'0""",77kg / 170lb,"['CM', 'CB']",30,Ghana,LALIGA HYPERMOTION,UD Almería,['Anticipate'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/iddrisu-baba/245598,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/245598_en.webp,Defensive Midfielder,0.015530188828458885,0.0021308879363744135,0.6920331940540342,0.2896650170358538,3.298272706146218e-05,0.0005244946363936815,6.59497219099373e-05,1.72850599134777e-05,Central Midfielder,0.6920331940540342,Defensive Midfielder,0.2896650170358538,Attacking Midfielder,0.015530188828458885,False
277668,4651,Frans Krätzig,M,71,71,59,68,73,67,56,75,67,69,57,64,61,65,40,74,69,37,71,64,55,73,80,77,74,72,69,68,44,66,73,70,52,66,47,65,Left Midfielder,3,3,Left,"177cm / 5'10""",70kg / 154lb,"['LB', 'LW']",23,Germany,Ö. Bundesliga,RB Salzburg,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/frans-kratzig/277668,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/277668_en.webp,Wide Midfielder,0.003372574105568679,2.7216138600923005e-06,0.027320362269060258,0.006743905458581559,0.874763943786452,9.319295597465644e-06,0.08309756436778383,0.00468960910309615,Full Back,0.874763943786452,Wide Midfielder,0.08309756436778383,Central Midfielder,0.027320362269060258,False
269264,4649,Martijn Kaars,M,71,82,71,65,70,35,71,78,85,75,74,70,67,59,63,70,68,58,66,55,70,68,69,66,70,72,73,52,62,28,25,29,74,94,62,65,Striker,3,3,Right,"183cm / 6'0""",73kg / 161lb,,27,Holland,Bundesliga,FC St. Pauli,['Low Driven Shot'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/martijn-kaars/269264,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/269264_en.webp,Striker,0.010550991873862874,6.0134667831461564e-15,3.3146639445953874e-05,2.405864263433897e-10,2.0039371208352155e-07,0.30403424145862684,0.39088584884879246,0.29449557054496733,Wide Midfielder,0.39088584884879246,Striker,0.30403424145862684,Winger,0.29449557054496733,False
198023,4638,Ximo Navarro,M,71,73,54,61,64,69,73,72,74,65,50,65,55,43,48,58,60,42,66,62,60,60,71,70,70,66,70,73,68,69,68,68,77,73,71,78,Right Back,3,3,Right,"176cm / 5'9""",75kg / 165lb,"['LB', 'RM']",36,Spain,LALIGA HYPERMOTION,RC Deportivo,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ximo-navarro/198023,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/198023_en.webp,Full Back,6.120740052016101e-05,0.5771923848363427,0.004947686061178012,0.09611161603632785,0.32135535873208887,3.816561108871923e-05,0.0002848138217889312,8.767500664678956e-06,Center Back,0.5771923848363427,Full Back,0.32135535873208887,Defensive Midfielder,0.09611161603632785,False
255185,4629,Yuito Suzuki,M,71,83,68,65,74,48,57,84,83,69,69,72,68,57,52,62,66,58,68,66,61,73,83,81,67,72,68,49,46,45,50,48,59,81,45,56,Attacking Midfielder,4,3,Right,"175cm / 5'9""",66kg / 146lb,['ST'],24,Japan,Bundesliga,SC Freiburg,"['Dead Ball', 'Quick Step']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yuito-suzuki/255185,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/255185_en.webp,Attacking Midfielder,0.2503285218062581,1.6924055332939876e-11,0.02665502626431027,5.76927239487492e-06,6.160034343920807e-05,0.008055999519386875,0.550486698290035,0.16440638448725164,Wide Midfielder,0.550486698290035,Attacking Midfielder,0.2503285218062581,Winger,0.16440638448725164,False
241628,4626,Nicholas Pierini,M,71,87,70,65,75,39,59,89,85,69,70,74,69,64,58,62,68,64,68,60,68,74,81,81,70,76,66,38,58,30,43,38,74,66,57,51,Striker,3,3,Right,"176cm / 5'9""",70kg / 154lb,"['RW', 'LW', 'CAM']",27,Italy,Serie A Enilive,Sassuolo,"['Quick Step', 'Rapid']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicholas-pierini/241628,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/241628_en.webp,Striker,0.105949334896901,2.441778937060281e-13,0.0008509047899791606,3.8387804554502666e-09,3.988106797532122e-07,0.17123672967398143,0.5120549860299923,0.20990764195944156,Wide Midfielder,0.5120549860299923,Winger,0.20990764195944156,Striker,0.17123672967398143,False
221445,4619,Wu Lei,M,71,82,73,64,71,37,68,84,80,76,76,73,67,72,76,59,65,64,66,61,65,66,82,78,73,72,71,35,63,38,33,28,77,79,63,66,Right Midfielder,3,3,Right,"176cm / 5'9""",68kg / 150lb,"['ST', 'RW']",34,China PR,CSL,Shanghai Port FC,"['Finesse Shot', 'Gamechanger', 'Precision Header', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/wu-lei/221445,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/221445_en.webp,Wide Midfielder,0.009724307803402134,1.7205044822086234e-15,2.1189731441731547e-05,5.77538531539261e-11,5.494140563951649e-10,0.9740885984881026,0.008965770279142594,0.007200133090741312,Striker,0.9740885984881026,Attacking Midfielder,0.009724307803402134,Wide Midfielder,0.008965770279142594,False
214606,4618,Sebastián Pérez,M,71,66,62,63,68,65,71,65,66,69,59,66,68,64,41,46,65,46,73,70,48,68,62,69,68,72,62,69,34,67,70,71,56,71,69,79,Defensive Midfielder,3,3,Right,"175cm / 5'9""",72kg / 159lb,['CM'],33,Colombia,Liga Portugal,Casa Pia AC,"['Long Ball Pass', 'Press Proven', 'Slide Tackle']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sebastian-perez/214606,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/214606_en.webp,Defensive Midfielder,0.0024597062360434893,3.829065818040905e-06,0.5465003368311178,0.45098042672281485,2.9747329266748326e-05,8.697787180496481e-06,1.4935779322743242e-05,2.3202484358870543e-06,Central Midfielder,0.5465003368311178,Defensive Midfielder,0.45098042672281485,Attacking Midfielder,0.0024597062360434893,False
252960,4607,Isak Jansson,M,71,85,67,60,75,41,68,87,84,68,72,62,64,59,53,61,63,45,64,55,37,76,84,84,63,74,63,38,58,36,43,42,76,84,63,60,Left Winger,3,3,Right,"174cm / 5'9""",71kg / 157lb,"['ST', 'CAM', 'LM']",24,Sweden,Ligue 1 McDonald's,OGC Nice,"['Long Throw', 'Low Driven Shot', 'Quick Step', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/isak-jansson/252960,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/252960_en.webp,Winger,0.03382904349947604,2.5603796908769055e-13,0.00013121394382054944,2.4900486836818967e-09,6.702281386878594e-07,0.07289108272824239,0.5269422891067347,0.3662056980032829,Wide Midfielder,0.5269422891067347,Winger,0.3662056980032829,Striker,0.07289108272824239,False
215202,4605,Lucas Janson,M,71,84,69,64,74,40,65,84,84,70,70,65,69,64,72,65,65,53,65,64,59,71,90,91,63,72,71,37,75,35,37,39,89,77,58,60,Left Midfielder,3,4,Right,"171cm / 5'7""",66kg / 146lb,"['ST', 'LW']",31,Argentina,LPF,Boca Juniors,"['Finesse Shot', 'First Touch', 'Technical']",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucas-janson/215202,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/215202_en.webp,Wide Midfielder,0.04684782268471757,4.295663452201178e-12,0.00013235438701960232,1.1630706164507848e-09,6.602313374790157e-07,0.5753654622114616,0.2620418618047104,0.1156118375133872,Striker,0.5753654622114616,Wide Midfielder,0.2620418618047104,Winger,0.1156118375133872,False
260397,4602,Yang Hyun Jun,M,71,82,64,69,74,39,69,80,83,63,63,73,60,60,62,69,71,59,71,62,72,74,87,79,73,71,62,30,59,39,37,44,73,77,63,74,Right Winger,4,4,Right,"176cm / 5'9""",69kg / 152lb,"['LW', 'RM']",23,Korea Republic,Scottish Prem,Celtic,['Technical'],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yang-hyun-jun/260397,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260397_en.webp,Winger,0.07865789133076223,6.665310609410046e-13,0.00031614543566958324,7.288309243711286e-09,2.9316263219634183e-06,0.007756872752109032,0.784278952091478,0.12898719947468346,Wide Midfielder,0.784278952091478,Winger,0.12898719947468346,Attacking Midfielder,0.07865789133076223,False
227622,4598,Stijn Spierings,M,71,48,68,67,69,71,74,46,49,69,67,71,70,50,72,48,70,68,73,71,69,68,72,66,75,70,72,74,62,73,71,69,66,76,74,71,Central Midfielder,3,3,Right,"188cm / 6'2""",81kg / 179lb,['CDM'],30,Holland,3F Superliga,Brøndby IF,[],https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/stijn-spierings/227622,,,,,,https://ratings-images-prod.pulse.ea.com/FC26/components/items/227622_en.webp,Central Midfielder,0.0037867110441656884,0.0036870643690749484,0.3009819095941416,0.6914632671687905,4.874710362642205e-06,7.518232985037636e-05,8.377359682256296e-07,1.530476460304988e-07,Defensive Midfielder,0.6914632671687905,Central Midfielder,0.3009819095941416,Attacking Midfielder,0.0037867110441656884,False
